,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
4416,,,,,,,,,,,,,,,,James Brown At The Organ,['James Brown At The Organ'],Try Me,26588
4417,,,,,,,,,,,,,,,,Patti LaBelle,"['Patti LaBelle', 'The Blue Belles']",All Or Nothing,26591
4418,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Don Covay,"['Don Covay', 'The Goodtimers']",Seesaw,26592
4419,['northern soul'],,,,,,,,,,,,,,,Lou Johnson,['Lou Johnson'],A Time To Love-A Time To Cry (Petite Fleur),26593
4420,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Manhattans,['The Manhattans'],Follow Your Heart,26594
4421,,,,,,,,,,,,,,,,Len Barry,['Len Barry'],1-2-3,26600
4422,"['chicago soul', 'classic soul', 'motown', 'soul']",,,,,,,,,,,,,,,Billy Stewart,['Billy Stewart'],Mountain Of Love,26605
4423,[],,,,,,,,,,,,,,,Johnny Thunder,['Johnny Thunder'],Everybody Do The Sloopy,26615
4424,['british invasion'],,,,,,,,,,,,,,,The Silkie,['The Silkie'],You've Got To Hide Your Love Away,26620
4425,[],,,,,,,,,,,,,,,The Walker Bros.,['The Walker Bros.'],Make It Easy On Yourself,26621
4426,[],,,,,,,,,,,,,,,The San Remo Golden Strings,['The San Remo Golden Strings'],I'm Satisfied,26629
4427,"['brill building pop', 'classic girl group']",,,,,,,,,,,,,,,The Royalettes,['The Royalettes'],I Want To Meet Him,26641
4428,[],,,,,,,,,,,,,,,Lenny Welch,['Lenny Welch'],Run To My Lovin' Arms,26643
4429,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],Rusty Bells,26651
4430,['funk'],,,,,,,,,,,,,,,Leon Hayward,['Leon Hayward'],She's With Her Other Love,26656
4431,,,,,,,,,,,,,,,,The Changin' Times,"[""The Changin' Times""]",Pied Piper,26671
4432,"['brill building pop', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,Little Richard,['Little Richard'],I Don't Know What You've Got But It's Got Me - Part I,26673
4433,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",,,,,,,,,,,,,,,Dionne Warwick,['Dionne Warwick'],Looking With My Eyes,26681
4434,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Al Martino,['Al Martino'],Forgive Me,26682
4435,[],,,,,,,,,,,,,,,The Ikettes,['The Ikettes'],I'm So Thankful,26686
4436,"['classic garage rock', 'freakbeat']",,,,,,,,,,,,,,,The Strangeloves,['The Strangeloves'],Cara-Lin,26703
4437,[],,,,,,,,,,,,,,,The Sunrays,['The Sunrays'],I Live For The Sun,26708
4438,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,,,Jack Jones,['Jack Jones'],Just Yesterday,26712
4439,[],,,,,,,,,,,,,,,The Kids Next Door,['The Kids Next Door'],Inky Dinky Spider (The Spider Song),26713
4440,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],What Color (Is A Man),26723
4441,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,Jackie Wilson,['Jackie Wilson'],I Believe I'll Love On,26727
4442,"['adult standards', 'ballroom', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Roger Williams,['Roger Williams'],Autumn Leaves - 1965,26728
4443,,,,,,,,,,,,,,,,Jimmy Smith,"['Jimmy Smith', 'Kenny Burrell', 'Grady Tate']",The Organ Grinder's Swing,26729
4444,['deep adult standards'],,,,,,,,,,,,,,,Patty Duke,['Patty Duke'],Funny Little Butterflies,26739
4445,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",,,,,,,,,,,,,,,Andy Williams,['Andy Williams'],Ain't It True,26743
4446,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Edwin Starr,['Edwin Starr'],Agent Double-O-Soul,26747
4447,,,,,,,,,,,,,,,,The Five Emprees,['The Five Emprees'],Little Miss Sad,26749
4448,"['motown', 'soul']",,,,,,,,,,,,,,,James Brown,"['James Brown', 'The Famous Flames']",Papa's Got A Brand New Bag (Part I),26756
4449,[],,,,,,,,,,,,,,,Lenny Welch,['Lenny Welch'],Two Different Worlds,26758
4450,['northern soul'],,,,,,,,,,,,,,,Fred Hughes,['Fred Hughes'],You Can't Take It Away,26761
4451,"['doo-wop', 'rhythm and blues']",,,,,,,,,,,,,,,The Jive Five,['The Jive Five'],I'm A Happy Man,26767
4452,[],,,,,,,,,,,,,,,Little Caesar,"['Little Caesar', 'The Consuls']",(My Girl) Sloopy,26768
4453,['deep adult standards'],,,,,,,,,,,,,,,Vic Dana,['Vic Dana'],Moonlight And Roses (Bring Mem'ries Of You),26769
4454,[],,,,,,,,,,,,,,,P.F. Sloan,['P.F. Sloan'],The Sins Of A Family,26773
4455,"['classic uk pop', 'merseybeat', 'rock-and-roll']",,,,,,,,,,,,,,,Kathy Kirby,['Kathy Kirby'],The Way Of Love,26774
4456,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Connie Francis,['Connie Francis'],Roundabout,26775
4457,"['brill building pop', 'classic girl group']",,,,,,,,,,,,,,,The Royalettes,['The Royalettes'],It's Gonna Take A Miracle,26781
4458,"['country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Bonnie,"['Bonnie', 'The Treasures']",Home Of The Brave,26787
4459,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",,,,,,,,,,,,,,,Bobby Goldsboro,['Bobby Goldsboro'],If You Wait For Love,26799
4460,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Mary Wells,['Mary Wells'],Me Without You,26803
4461,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']",,,,,,,,,,,,,,,Al Hirt,['Al Hirt'],The Silence (Il Silenzio),26804
4462,[],,,,,,,,,,,,,,,The Dixie Drifter,['The Dixie Drifter'],Soul Heaven,26816
4463,[],,,,,,,,,,,,,,,Derek Martin,['Derek Martin'],You Better Go,26827
4464,[],,,,,,,,,,,,,,,Eddie Hodges,['Eddie Hodges'],New Orleans,26836
4465,[],,,,,,,,,,,,,,,The Vacels,['The Vacels'],You're My Baby (And Don't You Forget It),26846
4466,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Tickle Me,26850
4467,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",,,,,,,,,,,,,,,Perry Como,['Perry Como'],"Oowee, Oowee",26851
4468,[],,,,,,,,,,,,,,,Sounds Orchestral,['Sounds Orchestral'],Canadian Sunset,26852
4469,[],,,,,,,,,,,,,,,Ian Whitcomb,"['Ian Whitcomb', 'Bluesville']",You Turn Me On (Turn On Song),26858
4470,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",,,,,,,,,,,,,,,The Chiffons,['The Chiffons'],Nobody Knows What's Goin' On (In My Mind But Me),26859
4471,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",,,,,,,,,,,,,,,The Skyliners,['The Skyliners'],The Loser,26860
4472,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The O'Jays,"[""The O'Jays""]",I've Cried My Last Tear,26863
4473,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",(Such An) Easy Question,26865
4474,,,,,,,,,,,,,,,,Billy J. Kramer,"['Billy J. Kramer', 'The Dakotas']",Trains And Boats And Planes,26869
4475,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,,,Jack Jones,['Jack Jones'],Seein' The Right Love Go Wrong,26870
4476,"['classic soul', 'funk', 'instrumental funk', 'instrumental soul', 'memphis soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Booker T.,"['Booker T.', ""The MG's""]",Boot-Leg,26873
4477,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],Forget Domani,26874
4478,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],I'm A Fool To Care,26876
4479,['vocal jazz'],,,,,,,,,,,,,,,Della Reese,['Della Reese'],After Loving You,26878
4480,[],,,,,,,,,,,,,,,Lenny Welch,['Lenny Welch'],Darling Take Me Back,26893
4481,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Crying In The Chapel,26898
4482,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",It Feels So Right,26903
4483,,,,,,,,,,,,,,,,The Ron-Dels,['The Ron-Dels'],"If You Really Want Me To, I'll Go",26907
4484,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",,,,,,,,,,,,,,,Bobby Goldsboro,['Bobby Goldsboro'],Voodoo Woman,26922
4485,[],,,,,,,,,,,,,,,The Knight Bros.,['The Knight Bros.'],Temptation 'Bout To Get Me,26928
4486,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Mary Wells,['Mary Wells'],He's A Lover,26930
4487,[],,,,,,,,,,,,,,,Bobbi Martin,['Bobbi Martin'],I Love You So,26931
4488,"['bebop', 'bossa nova', 'cool jazz', 'exotica', 'jazz', 'jazz funk', 'jazz vibraphone', 'latin jazz', 'lounge', 'soul jazz']",,,,,,,,,,,,,,,Cal Tjader,['Cal Tjader'],Soul Sauce (Guacha Guaro),26942
4489,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],Tell Her (You Love Her Every Day),26954
4490,['northern soul'],,,,,,,,,,,,,,,Shirley Ellis,['Shirley Ellis'],The Puzzle Song (A Puzzle In Song),26957
4491,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The O'Jays,"[""The O'Jays""]",Lipstick Traces (On A Cigarette),26971
4492,,,,,,,,,,,,,,,,Tom and Jerrio,['Tom and Jerrio'],Boo-Ga-Loo,26973
4493,[],,,,,,,,,,,,,,,James Phelps,['James Phelps'],Love Is A 5-Letter Word,26974
4494,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Connie Francis,['Connie Francis'],Wishing It Was You,26986
4495,['deep adult standards'],,,,,,,,,,,,,,,Connie Stevens,['Connie Stevens'],Now That You've Gone,26995
4496,"['chicago soul', 'classic soul', 'motown', 'rhythm and blues', 'soul']",,,,,,,,,,,,,,,Fontella Bass,"['Fontella Bass', 'Bobby McClure']",You'll Miss Me (When I'm Gone),26999
4497,,,,,,,,,,,,,,,,Al (He's the King) Hirt,"[""Al (He's the King) Hirt""]",Al's Place,27007
4498,[],,,,,,,,,,,,,,,The Sunglows,['The Sunglows'],Peanuts (La Cacahuata),27009
4499,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],No One,27015
4500,,,,,,,,,,,,,,,,Julie Andrews-Dick Van Dyke,['Julie Andrews-Dick Van Dyke'],Super-cali-fragil-istic-expi-ali-docious,27027
4501,"['american folk revival', 'traditional folk']",,,,,,,,,,,,,,,The New Christy Minstrels,['The New Christy Minstrels'],"Chim, Chim, Cheree",27029
4502,['classic girl group'],,,,,,,,,,,,,,,Reparata,"['Reparata', 'The Delrons']",Tommy,27030
4503,"['motown', 'northern soul']",,,,,,,,,,,,,,,Dobie Gray,['Dobie Gray'],"(See You At The) ""Go-Go""",27042
4504,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],"Truly, Truly, True",27052
4505,,,,,,,,,,,,,,,,Herb Alpert's Tijuana Brass,"[""Herb Alpert's Tijuana Brass""]",Whipped Cream,27053
4506,[],,,,,,,,,,,,,,,The Ikettes,['The Ikettes'],"Peaches ""N"" Cream",27056
4507,[],,,,,,,,,,,,,,,Bobbi Martin,['Bobbi Martin'],I Can't Stop Thinking Of You,27059
4508,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Al Martino,['Al Martino'],Somebody Else Is Taking My Place,27060
4509,,,,,,,,,,,,,,,,Ray Charles and his Orchestra,['Ray Charles and his Orchestra'],I Gotta Woman (Part One),27065
4510,[],,,,,,,,,,,,,,,Lawrence Welk,"['Lawrence Welk', 'His Orchestra']",Apples And Bananas,27068
4511,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Mary Wells,['Mary Wells'],"Never, Never Leave Me",27077
4512,[],,,,,,,,,,,,,,,The Waikikis,['The Waikikis'],Hawaii Honeymoon,27079
4513,[],,,,,,,,,,,,,,,Roddie Joy,['Roddie Joy'],Come Back Baby,27080
4514,,,,,,,,,,,,,,,,Billy Vaughn,"['Billy Vaughn', 'His Orchestra']",Mexican Pearls,27082
4515,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires', ' Jubilee Four', 'Carol Lombard Trio']",Do The Clam,27088
4516,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],Anytime At All,27093
4517,"['adult standards', 'ballroom', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Roger Williams,['Roger Williams'],Try To Remember,27097
4518,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Connie Francis,['Connie Francis'],For Mama (La Mamma),27104
4519,[],,,,,,,,,,,,,,,The Reflections,['The Reflections'],Poor Man's Son,27106
4520,['classic soul'],,,,,,,,,,,,,,,Thee Midniters,['Thee Midniters'],Land Of A Thousand Dances (Part I),27121
4521,[],,,,,,,,,,,,,,,The Detergents,['The Detergents'],Double-O-Seven,27122
4522,['wind ensemble'],,,,,,,,,,,,,,,The Trade Winds,['The Trade Winds'],New York's A Lonely Town,27133
4523,[],,,,,,,,,,,,,,,John Barry and His Orchestra,['John Barry and His Orchestra'],Goldfinger,27137
4524,,,,,,,,,,,,,,,,Dick and DeeDee,['Dick and DeeDee'],Be My Baby,27141
4525,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],Mean Old World,27142
4526,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],Cry,27151
4527,['easy listening'],,,,,,,,,,,,,,,The Ray Charles Singers,['The Ray Charles Singers'],This Is My Prayer,27152
4528,[],,,,,,,,,,,,,,,Julie Rogers,['Julie Rogers'],Like A Child,27163
4529,,,,,,,,,,,,,,,,Adam Faith,"['Adam Faith', 'The Roulettes']",It's Alright,27175
4530,['classic girl group'],,,,,,,,,,,,,,,Reparata,"['Reparata', 'The Delrons']",Whenever A Teenager Cries,27179
4531,,,,,,,,,,,,,,,,Billy J. Kramer,"['Billy J. Kramer', 'The Dakotas']",It's Gotta Last Forever,27181
4532,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Manhattans,['The Manhattans'],I Wanna Be (Your Everything),27182
4533,,,,,,,,,,,,,,,,Jack Laforge His Piano and Orchestra,['Jack Laforge His Piano and Orchestra'],Goldfinger,27185
4534,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],Thanks A Lot,27191
4535,,,,,,,,,,,,,,,,Al (He's the King) Hirt,"[""Al (He's the King) Hirt""]",Fancy Pants,27192
4536,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Al Martino,['Al Martino'],My Heart Would Know,27193
4537,[],,,,,,,,,,,,,,,The Rag Dolls,['The Rag Dolls'],Dusty,27194
4538,['chicago soul'],,,,,,,,,,,,,,,Jan Bradley,['Jan Bradley'],I'm Over You,27214
4539,,113.946,False,0.637,0.626,9.0,-11.768,1.0,0.0297,0.4219999999999999,0.000508,0.0523,0.873,139.921,1.0,Dick and DeeDee,['Dick and DeeDee'],Thou Shalt Not Steal,27216
4540,[],,,,,,,,,,,,,,,Bobbi Martin,['Bobbi Martin'],Don't Forget I Still Love You,27217
4541,['deep adult standards'],,,,,,,,,,,,,,,Adam Wade,['Adam Wade'],Crying In The Chapel,27225
4542,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Mary Wells,['Mary Wells'],Use Your Head,27233
4543,[],,,,,,,,,,,,,,,Sonny Knight,['Sonny Knight'],Love Me As Though There Were No Tomorrow,27242
4544,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],Makin' Whoopee,27254
4545,"['belgian experimental', 'hauntology']",,,,,,,,,,,,,,,The Dolphins,['The Dolphins'],Hey-Da-Da-Dow,27257
4546,,,,,,,,,,,,,,,,"The ""You Know Who"" Group!","['The ""You Know Who"" Group!']",Roses Are Red My Love,27266
4547,[],,,,,,,,,,,,,,,Henry Mancini,"['Henry Mancini', 'His Orchestra']",Dear Heart,27273
4548,"['comic', 'country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']",,,,,,,,,,,,,,,Roger Miller,['Roger Miller'],Do-Wacka-Do,27278
4549,['easy listening'],,,,,,,,,,,,,,,The Ray Charles Singers,['The Ray Charles Singers'],One More Time,27280
4550,"['brill building pop', 'chicago soul', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Betty Everett,"['Betty Everett', 'Jerry Butler']",Smile,27285
4551,[],,,,,,,,,,,,,,,Jo Ann,"['Jo Ann', 'Troy']",I Found A Love Oh What A Love,27286
4552,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,The Shirelles,['The Shirelles'],Are You Still My Baby,27287
4553,[],,,,,,,,,,,,,,,Nella Dodds,['Nella Dodds'],"Finders Keepers, Losers Weepers",27289
4554,,,,,,,,,,,,,,,,Patti LaBelle,"['Patti LaBelle', 'The Blue Belles']",Danny Boy,27299
4555,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Bobby Vee,['Bobby Vee'],(There'll Come A Day When) Ev'ry Little Bit Hurts,27300
4556,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trumpet', 'soul jazz', 'vocal jazz']",,,,,,,,,,,,,,,Lee Morgan,['Lee Morgan'],"The Sidewinder, Part 1",27301
4557,['jazz trombone'],,,,,,,,,,,,,,,Harold Betters,['Harold Betters'],Do Anything You Wanna (Part I),27307
4558,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Ask Me,27319
4559,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",,,,,,,,,,,,,,,Four Tops,['Four Tops'],Without The One You Love (Life's Not Worth While),27320
4560,"['country', 'country road', 'country rock', 'outlaw country']",,,,,,,,,,,,,,,Hank Williams Jr.,['Hank Williams Jr.'],Endless Sleep,27324
4561,[],,,,,,,,,,,,,,,Phyllis McGuire,['Phyllis McGuire'],I Don't Want To Walk Without You,27333
4562,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],A Happy Guy,27334
4563,,,,,,,,,,,,,,,,Roy Orbison,"['Roy Orbison', 'The Candy Men']","Oh, Pretty Woman",27352
4564,[],,,,,,,,,,,,,,,J. Frank Wilson and The Cavaliers,['J. Frank Wilson and The Cavaliers'],Hey Little One,27361
4565,[],,,,,,,,,,,,,,,Richard Chamberlain,['Richard Chamberlain'],Rome Will Never Leave You,27365
4566,"['comic', 'country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']",,,,,,,,,,,,,,,Roger Miller,['Roger Miller'],Chug-A-Lug,27371
4567,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",,,,,,,,,,,,,,,Bobby Bland,['Bobby Bland'],Ain't Doing Too Bad (Part 1),27374
4568,[],,,,,,,,,,,,,,,Nella Dodds,['Nella Dodds'],Come See About Me,27378
4569,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Mary Wells,['Mary Wells'],Stop Takin' Me For Granted,27380
4570,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,Gene Chandler,['Gene Chandler'],Bless Our Love,27386
4571,[],,,,,,,,,,,,,,,Jumpin' Gene Simmons,"[""Jumpin' Gene Simmons""]",The Dodo,27394
4572,['chicago soul'],,,,,,,,,,,,,,,Jackie Ross,['Jackie Ross'],I've Got The Skill,27396
4573,[],,,,,,,,,,,,,,,The Chartbusters,['The Chartbusters'],Why (Doncha Be My Girl),27399
4574,,,,,,,,,,,,,,,,Ray Charles and his Orchestra,['Ray Charles and his Orchestra'],Smack Dab In The Middle,27418
4575,['brill building pop'],,,,,,,,,,,,,,,The Jelly Beans,['The Jelly Beans'],Baby Be Mine,27419
4576,,,,,,,,,,,,,,,,Al (He's the King) Hirt,"[""Al (He's the King) Hirt""]",Up Above My Head (I Hear Music In The Air),27421
4577,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,Fats Domino,['Fats Domino'],Heartbreak Hill,27423
4578,"['classic soul', 'funk', 'instrumental soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul']",,,,,,,,,,,,,,,Willie Mitchell,['Willie Mitchell'],20-75,27431
4579,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Del Shannon,['Del Shannon'],Do You Want To Dance,27432
4580,"['adult standards', 'cool jazz', 'jazz', 'lounge', 'soul', 'vocal jazz']",,,,,,,,,,,,,,,Nancy Wilson,['Nancy Wilson'],I Wanna Be With You,27433
4581,"['bubblegum pop', 'surf music']",,,,,,,,,,,,,,,Ronny,"['Ronny', 'The Daytonas']",G.T.O.,27438
4582,,,,,,,,,,,,,,,,Billy J. Kramer,"['Billy J. Kramer', 'The Dakotas']",From A Window,27441
4583,[],,,,,,,,,,,,,,,The Butterflys,['The Butterflys'],Good Night Baby,27443
4584,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Pat Boone,['Pat Boone'],Beach Girl,27445
4585,,,,,,,,,,,,,,,,Jumpin' Gene Simmons,"[""Jumpin' Gene Simmons""]",Haunted House,27448
4586,,,,,,,,,,,,,,,,James Brown,"['James Brown', 'His Orchestra']",Out Of Sight,27452
4587,"['adult standards', 'american folk revival']",,,,,,,,,,,,,,,Burl Ives,['Burl Ives'],Pearly Shells (Popo O Ewa),27454
4588,['christmas instrumental'],,,,,,,,,,,,,,,Jan,"['Jan', 'Dean']","The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",27456
4589,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",,,,,,,,,,,,,,,Bobby Darin,['Bobby Darin'],The Things In This House,27459
4590,[],,,,,,,,,,,,,,,The Mustangs,['The Mustangs'],The Dartell Stomp,27460
4591,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ike,"['Ike', 'Tina Turner']",I Can't Believe What You Say (For Seeing What You Do),27462
4592,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Chubby Checker,['Chubby Checker'],She Wants T' Swim,27468
4593,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",,,,,,,,,,,,,,,Chuck Jackson,['Chuck Jackson'],Somebody New,27471
4594,[],,,,,,,,,,,,,,,Soul Sisters,['Soul Sisters'],Just A Moment Ago,27473
4595,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,The Searchers,['The Searchers'],Some Day We're Gonna Love Again,27479
4596,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,,,Steve Lawrence,['Steve Lawrence'],Yet...I Know (Et Pourtant),27483
4597,['easy listening'],,,,,,,,,,,,,,,The Ray Charles Singers,['The Ray Charles Singers'],Till The End Of Time,27485
4598,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],There's Nothing I Can Say,27495
4599,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",,,,,,,,,,,,,,,The Animals,['The Animals'],Gonna Send You Back To Walker (Gonna Send You Back To Georgia),27496
4600,[],,,,,,,,,,,,,,,The Spats,"['The Spats', 'Dick Johnson']",Gator Tails And Monkey Ribs,27501
4601,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,Fats Domino,['Fats Domino'],Sally Was A Good Old Girl,27502
4602,"['rock-and-roll', 'rockabilly', 'surf music']",,,,,,,,,,,,,,,The Ventures,['The Ventures'],Walk-Don't Run '64,27505
4603,['rock steady'],,,,,,,,,,,,,,,Millie Small,['Millie Small'],Sweet William,27506
4604,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],When You Loved Me,27508
4605,,,,,,,,,,,,,,,,George Martin,"['George Martin', 'His Orch.']",Ringo's Theme (This Boy),27509
4606,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,The Ray Conniff Singers,['The Ray Conniff Singers'],Invisible Tears,27510
4607,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Such A Night,27521
